Sample,rssi,time
0,-55.64,109.78
1,-56.58,95.54
2,-55.78,111.94
3,-55.70,104.06
4,-56.22,94.56
5,-56.42,90.14
6,-56.28,101.44
7,-56.72,89.84
8,-56.38,95.52
9,-56.34,87.22
10,-56.30,86.86
11,-56.26,78.74
12,-56.18,83.94
13,-56.48,86.34
14,-56.30,87.92
AVG,-56.24,93.59
STD,0.30,9.27
SE,0.08,2.39
