Sample,rssi,time
0,-59.06,505.88
1,-59.76,504.00
2,-59.40,350.04
3,-59.02,408.26
4,-59.08,427.58
5,-58.88,409.84
6,-58.98,425.36
7,-58.94,361.08
8,-58.88,342.90
9,-59.12,353.38
10,-59.26,424.80
11,-59.16,502.48
12,-59.32,489.90
13,-58.82,479.68
14,-59.24,449.76
AVG,-59.13,429.00
STD,0.24,56.83
SE,0.06,14.67
