Sample,rssi,time
0,-56.64,474.28
1,-56.64,412.48
2,-57.20,319.92
3,-56.82,387.40
4,-57.28,344.12
5,-57.08,397.18
6,-57.32,369.66
7,-57.26,396.24
8,-57.48,365.46
9,-57.04,364.96
10,-57.50,375.36
11,-57.54,469.70
12,-57.30,423.76
13,-57.32,359.78
14,-57.10,368.08
AVG,-57.17,388.56
STD,0.28,41.18
SE,0.07,10.63
